slug,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age,propensity_score
conversationculture,3,0,Conversation Culture,教育型,"community, conversation, culture, philosophy, science, politics, debate, dialectic, discussion, dialogue, forum, controversy, intelligent conversations, intellectual",1,1,Other,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0,0.4596368397543055
assistantnms,3,0,Assistant for No Man's Sky,技术型,"community, nomanssky, noman'ssky, game, video game, no man's sky, no mans sky, app, web, companion app",1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.47880773487526546
connectedpapers,3,0,ConnectedPapers,技术型,community,1,0,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5393097367585526
rocketcitymedics,8,1,Rocket City Medic Collective,公益型,"collective, medical supplies, street medic, community, healthcare",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.4529951289622461
xr-adelaide,3,0,XR-Adelaide,技术型,"climate, xr, extinction rebellion",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5910004750315695
oppr,4,0,oppr,技术型,"business, technology",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.592250752029931
iris,3,0,Iris,技术型,"android, cross-platform, easy-to-use, go, golang, high-performance, http2, iris, mvc, unix, web-framework, windows, open source",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6417985964611913
urbanika,5,2,Urbanika,技术型,"open source, education, commons, urban regeneration, web3, community, peer governance",1,2,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5509361412067045
gramework,6,0,gramework,技术型,"fast, framework, golang, goodlang, gramework, high-performance, reliability, reliable, web, web-framework, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5363808664430281
nginx-proxy-automation,3,0,Nginx Proxy Automation,技术型,"open source, docker, docker-compose, nginx, nginx-proxy, nginx-proxy-automtion, nginx-proxy-companion",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45205822831708947
graphql-java,5,0,GraphQL Java,技术型,"graphl, graphql, java, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5082662606111604
triad-sra,3,0,Triad NC SRA,技术型,community,1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.5496859145725623
luckysheet,3,0,Luckysheet,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45205822831708947
virginia-ave-dog-park,4,0,Virginia Ave Dog Park,公益型,"community, dogs, dogpark, parks, washington dc, dc, capitol hill, navy yard",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.5226173088200564
tech_voices,3,0,TechVoices,技术型,"public speaking, diversity, mentoring, movement",1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5056793250531251
endless-process,7,1,Endless Process,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.436251560085401
southside-community-currency,4,0,southside community currency,公益型,"mutual aid, chicago, auburn gresham, chatham, southshore, englewood, community",1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.27959776896100624
sollet,3,0,Sollet,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4255828621557099
piratpartiet-skane,4,0,Piratpartiet Skåne,公益型,community,1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.4046813544302765
csempathy,3,0,Common Sense Empathy LLC,技术型,,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4255828621557099
puppeteer-screen-recorder,3,0,Puppeteer Screen Recorder,技术型,"open source, puppeteer screen recorder, test case capture, video capture, video recorder, screen recorder, cast, headless screen recorder, puppeteer plugin",1,1,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.5550378582335156
cleverlibre,9,0,CleverLibre,技术型,"open source, java, ai, data science, open data, big data, deep learning, open science, semantic web, community",1,1,US,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5837020007841
sarapis,4,0,Sarapis General Fund,技术型,sarapis,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5338061740573902
community-football-exchange-ma,3,0,Community football exchange matches,公益型,"other, community",1,1,Unknown,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2.0,0.2785566178363226
librebooks,3,0,LibreBooks.Org,教育型,community,1,1,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,0.3509815614153652
mars-tribe,3,0,Mars Tribe,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.37402858294442487
react-cool-starter,3,0,React Cool Starter,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5910004750315695
thegorgeouslogin,3,0,TheGorgeousLogin,技术型,"beautiful, flutter, gorgeous, login, uplabs, open source",1,1,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6.0,0.6379424075475947
remanbiswas,3,0,REMAN BISWAS,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4255828621557099
emelia-smith,3,0,Emelia Smith,技术型,"open source, fediverse, mastodon, individual creator, community",1,1,DE,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.5350862426627266
captain-support,3,1,Captain Support UK,公益型,community,1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.39942015579387574
aq-org1,6,1,AQ ORG,公益型,"open source, cpp, virtual machines, programming language, compiler, community",1,2,Unknown,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.2639815248210377
specinfra,3,0,SpecInfra,技术型,"web, standards, specs, infrastructure, pr-preview, specref, github",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.0,0.6167180287720662
mastodonph,3,0,Mastodon Philippines Community,技术型,"mastodon, philippines, community",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5113701309029549
neptunechain,6,0,NeptuneChain,技术型,"community, water, water quality, blockchain, web3, token, non-fungible token, marketplace, climatetech",1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,0.6312401766728851
origamilab,5,4,Origami Lab,技术型,"life science, medical research, science",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5895594976736673
salmorejorebelde,4,1,Salmorejo Rebelde,技术型,"community, justicia climatica, climate justice, desobediencia civil, rebelión por el clima",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5716404056072525
notiammex,3,0,Noticias Ambientales,公益型,"medio ambiente, periodismo, investigación, community",1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.4034352667919118
umentorjs,3,0,Umentor JS,技术型,"community, javascript-indoneisa, non-profit",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5910004750315695
nomacs,4,0,nomacs,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.592250752029931
sra_dfw,3,0,Dallas-Fort Worth Socialist Rifle Association,公益型,community,1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.3006731542912255
wwcodesydney,10,0,WWCode Sydney,技术型,"wwcode, meetup, diversity in tech",11,3,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5658511493620543
portal-2-community-edition,33,0,Portal 2: Community Edition,技术型,"community, open source, portal 2, game development, modding, game-modding",139,27,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.46130528657024955
italia-open-source,4,0,Italia Open-Source,技术型,"open source, community building, python, awesome, awesome-list, italy, networking",2,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5126631052004845
escarpin,5,0,Escarpin,技术型,"community engagement, art, lgbtqia+, drag, burlesque, stage, visual arts, mental health and wellbeing, community building, enabling art, queer",2,2,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.45914733249180784
insurgo,63,3,Insurgo Initiative,公益型,open source,145,50,Other,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5.0,0.4951197014970078
ncl4palestine,11,0,Newcastle Coalition for Palestine,公益型,"community, palestine, free palestine, collective liberation",9,8,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.37084545647175904
bitcoin-design-foundation,22,21,Bitcoin Design Foundation,技术型,"open source, bitcoin, design, community",14,10,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.5322075364642934
p2panda,6,2,p2panda,技术型,"p2p, offline-first, post-internet, local-first",1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.46724242486067075
wwcodedf,23,0,WWCode Mexico City,技术型,"wwcode, meetup, diversity in tech",30,8,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0.6027812722050039
wwcodelondon,22,0,WWCode London,技术型,"wwcode, meetup, diversity in tech",55,5,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5788287332170249
fedilab,82,0,Fedilab,技术型,"open source, android, mastodon, pleroma, friendica, pixelfed",365,60,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7.0,0.6931911100571745
aicaw-ac-huichol-health-home,6,0,AICAW A.C. Huichol Health Home,公益型,"indigenous, health, community",2,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.3564689010211704
ofnusa,22,0,Open Food Network USA,公益型,,124,17,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.5277408369520616
community-opera-orfeo-i-umea,13,0,Opera för alla i Umeå - Kärleken triumferar!,公益型,"arts and culture, community engagement, livemusic, sustainability, social impact, social network, community, umeatogether",5,5,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.3606256847963923
sdkman,131,1,SDKMAN!,技术型,"sdk, java, jvm, jdk, sdkman",1237,121,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6.0,0.68823508676133
wwcodetoronto,28,0,WWCode Toronto,技术型,"wwcode, meetup, diversity in tech",39,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5786546924773203
dim,3336,3,Destiny Item Manager,技术型,open source,28126,3136,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.9654018961088835
phpfoundation,1889,20,PHP Foundation,技术型,php,21151,1751,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.8781787298289112
webpack,2793,0,webpack,技术型,open source,26575,2483,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.9681210487234791
generator-jhipster,1089,6,JHipster,技术型,"angular, docker, generator, java, spring-boot, webpack, yeoman-generator, open source",11954,882,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.8686877229760025
11ty,783,0,Eleventy,技术型,"static site generator, markdown, html, javascript, open source",10710,687,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,6.0,0.8542399490419952
babel,1338,0,Babel,技术型,"javascript, es6, es2015, babel, compiler, open source",14373,1240,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.821153877626806
nest,1157,0,nest,技术型,"open source, nodejs, node.js, nest, nestjs, typescript, javascript",11384,1102,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.770956260289611
socketio,969,5,socket.io,技术型,"open source, realtime, websocket, browser, node.js",10133,921,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.7642607899442838
qubes-os,947,0,Qubes OS,技术型,"open source, security, virtualization, operating system",10543,879,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.7574733607440766
jellyfin,1815,1,Jellyfin,技术型,"open source, free software, jellyfin, media server",8658,1611,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.8925338341136965
1kproject,1264,1,1k Project for Ukraine,公益型,"covid, social justice, ukraine, usa, wealth redistribution",1559,1217,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.772681532392265
flybywire,2494,1,FlyByWire Simulations,技术型,"open source, flight sim, airbus, msfs",7468,2398,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.8634765449026864
swiper,749,0,Swiper,技术型,"open source, swiper, gallery, carousel, javascript",6406,701,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4.0,0.7881318751991674
date-fns,768,0,date-fns,技术型,open source,7441,713,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.7242842170261642
chicago-community-jail-support,1142,6,Chicago Community Jail Support **please look at description to head to our new fiscal sponsor platform**,公益型,"chicago, community, illinois, jail support, midwestern usa, mutual aid, social justice, usa",5991,891,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.8887400907829157
vuejs,891,0,vue,技术型,"framework, frontend, javascript, vue, open source",8753,819,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.7337633300930113
playframework,624,11,Play Framework,技术型,"open source, scala, java",5780,595,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.6152082252906896
nixos,850,0,The NixOS Foundation,技术型,"other, nix, nixos, purelyfunctional, nixops, nixpkgs, linux, os",11084,748,Unknown,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6.0,0.7342438243488746
obsproject,2059,20,Open Broadcaster Software,技术型,"c, c-plus-plus, directshow, facebook-live, ffmpeg, game-capture, live-streaming, screen-capture, twitch-tv, video-recording, youtube-live, open source",6993,1924,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.9162640290076547
svelte,607,1,Svelte,技术型,open source,6474,522,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.6438222492239788
opencore-legacy-patcher,3410,4,OpenCore Legacy Patcher,技术型,"open source, macos",5251,3097,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.9632520419538597
manjaro,2310,0,manjaro,技术型,"europe, manjaro, linux, open source, community, project",6407,2207,DE,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,6.0,0.9312972723513293
getsolus,707,4,Solus,技术型,"operating system, linux, distribution, solus, desktop, budgie",5521,619,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.6765052035209104
jest,673,1,Jest,技术型,"open source, framework, testing, javascript",8035,634,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,7.0,0.8277623755575824
eslint,670,11,ESLint,技术型,"open source, linter, javascript, ecmascript",5765,512,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,6.0,0.902775486594884
bootstrap-vue,713,0,BootstrapVue,技术型,"bootstrap, bootstrap4, nuxt, nuxtjs, vue, webpack, open source, bootstrap-vue, vuejs, aria, accessibility",5554,636,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.7156634590023508
ward-2-mutual-aid,901,29,Ward 2 Mutual Aid,公益型,"covid, dc, district of columbia, groceries, health, housing, maryland, mutual aid, usa, virginia, washington dc",5261,803,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.8525408743683884
streetmix,726,0,Streetmix,技术型,"open source, urban design, streets, city planning, cities, civic engagement",4997,662,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0.74789628555142
bower,524,0,Bower,技术型,"open source, javascript",5963,501,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.6604077121165906
swma_nyc,864,4,Sunnyside & Woodside Mutual Aid,公益型,"mutual aid, queens, new york city, nyc, new york, usa, covid-19, food, groceries, food pantry, community pantry, pantry",4538,702,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.8101996592049299
rust-analyzer,283,5,Ferrous Systems Open Source Collective for rust-analyzer,技术型,"rust, ide, compiler",5505,250,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.6120321912936169
street-forum,749,6,Street Forum,技术型,"austin, mutual aid, community building, food, housing, social justice, southern usa, texas, usa, wealth redistribution",4240,615,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.7551750504549213
openaddresses,590,1,OpenAddresses,技术型,"open source, addresses, open data, data",4233,566,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.7744857281635772
f-droid,1491,3,F-Droid ($),技术型,"android, open source, free software, community, foss, mobile, floss",4539,1413,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.7818953835470953
crystal-lang,402,16,Crystal Language,技术型,"crystal, efficiency, language, open source",4422,364,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.0,0.8357834212630801
linuxserver,937,1,LinuxServer,技术型,"docker, community, linux, server, open source",4389,886,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.7033070842281417
mastodonie,870,0,Mastodon.ie,技术型,"community, ireland",6586,809,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.7038577067655927
mpls-northside-mutual-aid,1856,10,Minneapolis Northside Mutual Aid,公益型,"coronavirus, covid, covid-19, homeless, housing, midwestern usa, minneapolis, minnesota, mutual aid, north minneapolis, northside, pandemic, resource, solidarity economy, st. paul, twin cities, usa, widwestern usa",4368,1607,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.9318280457410422
ionide,281,1,Ionide,技术型,"editor plugin, vscode, language server, ide, fsharp, f#, .net, dotnet, editor tooling, open source",5383,263,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5732916255702085
communitykitchenmpls,529,14,Community Kitchen MPLS,公益型,"community, encampment, food, food delivery, food rescue, marcy holmes, minneapolis, minnesota, mutual aid, st. paul, twin cities, unhoused, usa, widwestern usa",3713,416,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.7761812356628848
nuxtjs,601,2,Nuxt,技术型,"open source, javascript, vue.js, vue, nuxt, nuxt.js, framework, typescript",5795,541,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.7166062390397268
scientist-rebellion,1379,4,Scientist Rebellion,公益型,"community, climate emergency, climate change, degrowth, activism, science, academia, scientists, scientist rebellion, climate justice, social justice",3063,1132,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.7748246360013016
letztegenerationat,1303,38,Letzte Generation Österreich,公益型,"letztegeneration, lastgeneration, climateemergency, a22network, spenden",3237,1131,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.8884873909004638
nodemon,491,0,nodemon,技术型,"open source, node, nodemon, javascript, rem, devtools, reload",4133,469,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.6299507091225258
lairdubois-opencutlist-sketchup-extension,1962,46,OpenCutList,技术型,"sketchup, sketchup-extension, sketchup-plugin, woodworking, open source, opencutlist, ocl, cutlist, lairdubois, cnc, svg, dxf",3978,1854,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5.0,0.9622209131822208
ridgewood-mutual-aid-project,606,1,Ridgewood Mutual Aid Project,公益型,"covid, covid-19, food, housing, mutual aid, new york, new york city, nyc, queens, ridgewood, tenants, usa",3907,502,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.7432295017111675
lewishamdonationhub,741,2,Lewisham Donation Hub,公益型,"covid-19, lewisham, london, refugees, nrpf, food bank, volunteer, afghanistan, food insecurity",3881,681,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.6617360473348036
lucee,187,2,Lucee,技术型,"application-server, cfml, coldfusion, java, jvm, jvm-languages, lucee, lucee-server, scripting-language, web-platform, open source",3938,155,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5797439881388587
xr-belgium,890,1,XR Belgium,公益型,"rebellion, extinction, direct action, civil disobedience, movement, extinction rebellion, citizenspring",4041,641,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.0,0.837577485340499
endeavouros,1031,30,EndeavourOS,技术型,"os, linux, rolling release, endeavouros, bryanpwo, fernandomaroto, manuel, joekamprad, open source",3508,895,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0,0.9185673470727252
cambridge-community-kitchen,648,3,Cambridge Community Kitchen,公益型,,3391,519,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.7206472322374595
fody,191,3,Fody,技术型,open source,3948,175,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.594359193905254
mui-org,441,0,MUI org,技术型,"open source, react",4316,401,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.6658236240681927
liberi-oltre2,543,1,Liberi Oltre ,公益型,"movement, economia, finanza, società, statistica, energia, sviluppoeconomico, politichesociali, politicheeconomiche, politica, governo, italia, europa, unioneeuropea",5655,507,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,0.5854352711799927
prettier,386,0,Prettier,技术型,"open source, pledged, javascript, prettier",3712,336,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,6.0,0.6188346151310032
cryptpad,1158,14,CryptPad,技术型,"collaborative-editing, open source, end-to-end encryption, office suite, e2ee, collaboration",5891,1085,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7.0,0.8861018003725031
sfba-mastodon,397,3,SFBA (Mastodon),技术型,"mastodon, fediverse, micro-blogging, sfba, community",3148,370,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.7000282731953582
mastodon,624,0,Mastodon,技术型,"activity-stream, activitypub, mastodon, microblog, social-network, webfinger, open source",3190,560,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.668144720351464
dulf,595,0,DULF,技术型,community,5206,541,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.7055347125553011
aurelia,243,0,Aurelia,技术型,"aurelia, aurelia-framework, cross-platform, framework, html, javascript, mobile, single-page-applications, spa, typescript, web, open source, browser, css",4308,216,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5978814983345166
framework7,337,0,Framework7,技术型,"android, components, cordova, framework, ios, library, material-design, mobile, touch, open source",2988,312,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0,0.7806379790657456
abqfreefridge,506,7,ABQ Free Fridge,公益型,"abq, albuquerque, community, food, fridge, mutual aid, new mexico, southwestern usa, usa",2922,408,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.731289512636823
gitea,391,74,Gitea,技术型,"devops, git, gitea, github, gitlab, golang, open source, hacktoberfest",3458,337,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.9089795716130352
stellarium,1923,24,Stellarium,技术型,"stellarium, planetarium, astronomy, software, stars, planets, constellations, universe, open source, astro, download, sky, scientific, educational, milky way, moon, mercury, venus, mars, earth, jupiter, saturn, sun",3443,1850,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.8924355062584329
bootstrap-table,375,0,bootstrap-table,技术型,"bootstrap, bootstrap-table, checkbox, pagination, table, open source",3028,357,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.7094784083882185
